date,year,month,NDVI,GPP,EVI,LAI
2008-12-01,2008.0,12.0,0.2357720772058825,,0.0868863648897058,0.3318142403717156
2009-01-01,2009.0,1.0,0.2296621645220589,,0.0861454963235294,0.3186831255521744
2009-02-01,2009.0,2.0,0.2225388051470588,,0.0871048161764706,0.3247554072183501
2009-03-01,2009.0,3.0,0.2306529136029412,,0.0930459145220587,0.3830871044795654
2009-04-01,2009.0,4.0,0.3384097610294116,,0.164598497242647,0.536724365476697
2009-05-01,2009.0,5.0,0.5824174310661769,,0.3399933409926469,1.5820612872615405
2009-06-01,2009.0,6.0,0.6243093382352944,,0.3686166727941178,2.0445576060992754
2009-07-01,2009.0,7.0,0.7204722977941178,,0.4229764292279415,2.2162077484375513
2009-08-01,2009.0,8.0,0.7289633547794119,,0.4007783042279408,2.5381368410719536
2009-09-01,2009.0,9.0,0.5844213051470589,,0.2765843566176469,1.469853735152646
2009-10-01,2009.0,10.0,0.2969195588235294,,0.1172570220588236,0.4809561205457935
2009-11-01,2009.0,11.0,0.1965389476102941,,0.0816885983455882,0.2817275285494586
2009-12-01,2009.0,12.0,0.2106226011029413,,0.0782350321691176,0.2986911423055527
2010-01-01,2010.0,1.0,0.1379618428308822,,0.0632942233455882,0.273062890612218
2010-02-01,2010.0,2.0,0.1964704687499999,,0.0780148023897058,0.2828670527796866
2010-03-01,2010.0,3.0,0.1854930790441177,,0.0783502205882353,0.3226432381139361
2010-04-01,2010.0,4.0,0.2331062040441177,,0.0931967509191176,0.3509385600383929
2010-05-01,2010.0,5.0,0.5829231847426471,,0.3506796645220588,1.1717589411341254
2010-06-01,2010.0,6.0,0.7349890073529413,,0.4649839751838235,2.8175975917018397
2010-07-01,2010.0,7.0,0.7264026424632356,,0.3888515073529414,2.477843493341187
2010-08-01,2010.0,8.0,0.6943746415441179,,0.4016435845588235,2.2155026013546673
2010-09-01,2010.0,9.0,0.650699977022059,,0.3284941268382351,1.8280880861228344
2010-10-01,2010.0,10.0,0.4176136213235291,,0.16066125,0.6856309239444609
2010-11-01,2010.0,11.0,0.2853154641544119,,0.1023983823529411,0.339762278721246
2010-12-01,2010.0,12.0,0.240509145220588,,0.0829610477941176,0.3063921337652565
2011-01-01,2011.0,1.0,0.2334357444852942,,0.0824875689338235,0.3048951277772323
2011-02-01,2011.0,2.0,0.2135021920955882,,0.0863173621323528,0.3043764929158077
2011-03-01,2011.0,3.0,0.2241901470588236,,0.0927964108455882,0.3745541703478288
2011-04-01,2011.0,4.0,0.3285731571691176,,0.1475805376838235,0.4432173903558998
2011-05-01,2011.0,5.0,0.5965924632352944,,0.3586966957720591,1.379787965053498
2011-06-01,2011.0,6.0,0.7023856020220594,,0.424204159007353,2.1572011714276367
2011-07-01,2011.0,7.0,0.7556143060661763,,0.455355836397059,2.962633748895648
2011-08-01,2011.0,8.0,0.7353089935661759,,0.3926033915441179,2.4625323124243312
2011-09-01,2011.0,9.0,0.5834149172794115,,0.2951918704044117,1.6435301528091353
2011-10-01,2011.0,10.0,0.3746436580882352,,0.1560103492647059,0.5138226279681076
2011-11-01,2011.0,11.0,0.2705224356617645,,0.0955831525735293,0.327859036026308
2011-12-01,2011.0,12.0,0.2437110477941176,,0.0874327573529411,0.3206930401492097
2012-01-01,2012.0,1.0,0.2289888786764705,,0.0821010431985294,0.292867543601322
2012-02-01,2012.0,2.0,0.2252106387867646,,0.081714278492647,0.3217155852229964
2012-03-01,2012.0,3.0,0.2245922380514707,,0.0889795680147059,0.3700443375543993
2012-04-01,2012.0,4.0,0.3166439108455882,,0.1481954825367648,0.5433452766597958
2012-05-01,2012.0,5.0,0.6210233777573526,,0.3973181250000002,1.8887558216899536
2012-06-01,2012.0,6.0,0.6900169439338238,,0.410517895220588,2.411471319655771
2012-07-01,2012.0,7.0,0.7511489843750006,,0.4846608455882351,2.492083047020711
2012-08-01,2012.0,8.0,0.7492802297794126,,0.4515083042279411,2.9738302084355865
2012-09-01,2012.0,9.0,0.6796891038602936,,0.3592602435661766,1.9871445633323517
2012-10-01,2012.0,10.0,0.3689838189338235,,0.149480666360294,0.6217507607735347
2012-11-01,2012.0,11.0,0.2423857077205883,,0.0896055790441176,0.3117982614006958
2012-12-01,2012.0,12.0,0.2047599264705879,,0.0822910937499999,0.2853645168679036
2013-01-01,2013.0,1.0,0.2111013556985295,,0.0816206387867646,0.2968554693890907
2013-02-01,2013.0,2.0,0.2194292922794116,,0.0872279365808823,0.3172302935113382
2013-03-01,2013.0,3.0,0.2332279457720587,,0.0961221139705882,0.3704091816367265
2013-04-01,2013.0,4.0,0.2635058593749999,,0.1180863832720588,0.4611345614781366
2013-05-01,2013.0,5.0,0.6175599218750008,,0.3929567187500001,1.520404273420371
2013-06-01,2013.0,6.0,0.7417768933823536,,0.4803372334558824,2.77308661365793
2013-07-01,2013.0,7.0,0.7758358777573527,,0.5175439981617647,3.3770917182029367
2013-08-01,2013.0,8.0,0.7449617141544119,,0.4519698299632355,3.01925002454108
2013-09-01,2013.0,9.0,0.677560050551471,,0.3265759374999999,1.885718726481463
2013-10-01,2013.0,10.0,0.4137112408088238,,0.179297306985294,0.6189849808579563
2013-11-01,2013.0,11.0,0.305904664522059,,0.1121035431985294,0.3561630836687282
2013-12-01,2013.0,12.0,0.266791778492647,,0.094726796875,0.3482444946173226
2014-01-01,2014.0,1.0,0.2475682674632355,,0.0918483455882352,0.3345072150780405
2014-02-01,2014.0,2.0,0.2354723391544118,,0.096923887867647,0.3417247472268575
2014-03-01,2014.0,3.0,0.2502102849264705,,0.1074879319852941,0.4059242171394915
2014-04-01,2014.0,4.0,0.3403760018382353,,0.1705341911764705,0.5944558969492704
2014-05-01,2014.0,5.0,0.524866659007353,,0.3175035386029411,1.3013489414613386
2014-06-01,2014.0,6.0,0.6848099034926469,,0.438163129595588,2.261516311639016
2014-07-01,2014.0,7.0,0.6882188878676474,,0.4476031985294119,2.5002126893753465
2014-08-01,2014.0,8.0,0.7250103354779412,,0.3833068704044118,2.6462174012630473
2014-09-01,2014.0,9.0,0.6252643474264705,,0.3099919990808822,1.5733123916102216
2014-10-01,2014.0,10.0,0.3890461856617646,,0.1753583272058824,0.6554028554912029
2014-11-01,2014.0,11.0,0.2820928768382352,,0.1002335661764706,0.3450844213212915
2014-12-01,2014.0,12.0,0.2573392830882354,,0.0860792876838235,0.3205670625961195
2015-01-01,2015.0,1.0,0.2474228308823528,,0.0895048529411764,0.3210775170969535
2015-02-01,2015.0,2.0,0.2309179503676469,,0.0886440349264706,0.3229958116553775
2015-03-01,2015.0,3.0,0.2291069347426471,,0.096757421875,0.3758581198259218
2015-04-01,2015.0,4.0,0.3431745772058824,,0.1598313327205882,0.5625154063457779
2015-05-01,2015.0,5.0,0.601945992647059,,0.3514290716911765,1.7961208730080802
2015-06-01,2015.0,6.0,0.6571097150735297,,0.380261254595588,2.0925795949085444
2015-07-01,2015.0,7.0,0.717402306985295,,0.4296346966911768,2.37699764405615
2015-08-01,2015.0,8.0,0.7504890533088235,,0.4155875459558827,2.744926540361898
2015-09-01,2015.0,9.0,0.6951183639705881,,0.366447541360294,2.0683346421910267
2015-10-01,2015.0,10.0,0.4344168106617649,,0.1743368658088236,0.8846034706543195
2015-11-01,2015.0,11.0,0.2722228354779411,,0.1081628584558823,0.3231528745787114
2015-12-01,2015.0,12.0,0.2547702527573529,,0.089189181985294,0.3346716403259056
2016-01-01,2016.0,1.0,0.2418436672794116,,0.0796239522058823,0.3314109485946139
2016-02-01,2016.0,2.0,0.2396018244485294,,0.0876669577205882,0.3249010176368573
2016-03-01,2016.0,3.0,0.2342530882352941,,0.0945725459558824,0.3740641667484704
2016-04-01,2016.0,4.0,0.4316208915441179,,0.2230478125000001,0.9162748273943906
2016-05-01,2016.0,5.0,0.648285533088235,,0.3962109604779412,2.235895422270212
2016-06-01,2016.0,6.0,0.7175715027573532,,0.4488872472426474,2.8792235201727685
2016-07-01,2016.0,7.0,0.7545135707720593,,0.4677249862132356,2.533261346160139
2016-08-01,2016.0,8.0,0.7688711029411766,,0.4278165533088236,3.054055004744609
2016-09-01,2016.0,9.0,0.6595278492647063,,0.3316514200367645,2.1412478322044426
2016-10-01,2016.0,10.0,0.409498979779412,,0.1605601792279413,0.6604904944209943
2016-11-01,2016.0,11.0,0.2906764338235294,,0.1020175919117647,0.3427069358550657
2016-12-01,2016.0,12.0,0.272912398897059,,0.0932690395220588,0.3318158764438336
2017-01-01,2017.0,1.0,0.2596403262867646,,0.0861495588235294,0.336629200615163
2017-02-01,2017.0,2.0,0.2530182766544116,,0.0969374310661764,0.3391037596937269
2017-03-01,2017.0,3.0,0.2646124724264704,,0.1134781801470588,0.4138362619024248
2017-04-01,2017.0,4.0,0.490275174632353,,0.2684565487132353,0.8437780177350213
2017-05-01,2017.0,5.0,0.6675637867647064,,0.431353740808824,2.1571741762376866
2017-06-01,2017.0,6.0,0.7231277849264701,,0.4704745588235292,2.7011346160138725
2017-07-01,2017.0,7.0,0.774851916360295,,0.4842803630514709,2.690261280717254
2017-08-01,2017.0,8.0,0.7501413511029412,,0.4588742095588233,2.9643311737181355
2017-09-01,2017.0,9.0,0.6145608961397058,,0.3061610110294119,1.8723307483393856
2017-10-01,2017.0,10.0,0.396338235294118,,0.1446445220588235,0.5850942922897374
2017-11-01,2017.0,11.0,0.286053653492647,,0.103493984375,0.3403308137822712
2017-12-01,2017.0,12.0,0.2623470955882352,,0.0884238189338235,0.3371372010078204
2018-01-01,2018.0,1.0,0.2509670909926472,,0.0859758134191176,0.3155189620758482
2018-02-01,2018.0,2.0,0.2478646553308824,,0.0966934420955882,0.3370169497071429
2018-03-01,2018.0,3.0,0.2394663878676471,,0.0982237545955883,0.3835231176990281
2018-04-01,2018.0,4.0,0.4202563648897059,,0.2299590441176469,0.681306239979058
2018-05-01,2018.0,5.0,0.6978719669117647,,0.4386525459558825,2.2947899283400397
2018-06-01,2018.0,6.0,0.7162812408088238,,0.4755975045955879,2.598560256536107
2018-07-01,2018.0,7.0,0.7340423897058823,,0.4939320358455883,2.492196754032915
2018-08-01,2018.0,8.0,0.7809585569852943,,0.4487441636029411,2.834848336114653
2018-09-01,2018.0,9.0,0.6354128998161771,,0.3327071783088237,1.9926417656490285
2018-10-01,2018.0,10.0,0.3987423345588235,,0.1674555974264707,0.6445142501881479
2018-11-01,2018.0,11.0,0.3096123575367648,,0.1141844806985293,0.3583537842348087
2018-12-01,2018.0,12.0,0.2741455468750001,,0.0990886764705883,0.3593599685874152
2019-01-01,2019.0,1.0,0.2677733915441175,,0.098286994485294,0.3335542030692709
2019-02-01,2019.0,2.0,0.2543798988970587,,0.1059013786764705,0.3557115277641439
2019-03-01,2019.0,3.0,0.2739108961397061,,0.1124699999999999,0.4494617322731586
2019-04-01,2019.0,4.0,0.3915855284926471,,0.2037294990808822,0.6066010056389944
2019-05-01,2019.0,5.0,0.6837304825367648,,0.4518292233455879,2.1336294623867023
2019-06-01,2019.0,6.0,0.6977246783088238,,0.4313542187499998,2.7156539380255875
2019-07-01,2019.0,7.0,0.7578777435661764,,0.5113943566176468,2.807345963810085
2019-08-01,2019.0,8.0,0.752300045955882,,0.4633170496323527,2.9693571872648135
2019-09-01,2019.0,9.0,0.667305850183824,,0.3721417325367646,2.1042979614541397
2019-10-01,2019.0,10.0,0.4870694301470589,,0.2373980606617645,1.037506407949129
2019-11-01,2019.0,11.0,0.3151262729779411,,0.1135510018382352,0.3661676646706584
2019-12-01,2019.0,12.0,0.2802730606617644,,0.1017838740808823,0.3461020581787243
2020-01-01,2020.0,1.0,0.2735722104779413,,0.0971160937499999,0.3571684499852751
2020-02-01,2020.0,2.0,0.2714864200367646,,0.1073041911764706,0.3605632996302472
2020-03-01,2020.0,3.0,0.2680514246323529,,0.1106487499999999,0.4356819148588073
2020-04-01,2020.0,4.0,0.4376455928308826,,0.2154785294117644,0.8364156932037565
2020-05-01,2020.0,5.0,0.6516542279411762,,0.3649692003676473,1.9343967802100712
2020-06-01,2020.0,6.0,0.6918415625000002,,0.4368776240808823,2.1867600863846066
2020-07-01,2020.0,7.0,0.7863988189338231,,0.4857265533088241,3.048518536697096
2020-08-01,2020.0,8.0,0.7879245266544126,,0.4469682215073529,3.1747799483001193
2020-09-01,2020.0,9.0,0.686976870404412,,0.3525470634191177,2.300689604397759
2020-10-01,2020.0,10.0,0.3830158823529413,,0.1543523023897057,0.7989349170511434
2020-11-01,2020.0,11.0,0.321232169117647,,0.1046750367647058,0.3704296325382021
2020-12-01,2020.0,12.0,0.2727017141544116,,0.0964455882352941,0.349887111023854
2021-01-01,2021.0,1.0,0.2591418704044116,3.2374987671367996e-05,0.0915670266544117,0.3288660384149733
2021-02-01,2021.0,2.0,0.2578077711397061,0.0017212627806818,0.0972059788602941,0.343814829357678
2021-03-01,2021.0,3.0,0.2480425229779411,0.0049661537955748,0.1104504779411764,0.4093656948398285
2021-04-01,2021.0,4.0,0.4055159375000001,0.013795751279438,0.2065516130514706,0.7040999967278557
2021-05-01,2021.0,5.0,0.6317891957720592,0.0376341420915935,0.4038420450367646,1.7340867445436987
2021-06-01,2021.0,6.0,0.730124416360294,0.0447722145510733,0.4675734237132353,2.5311336343706032
2021-07-01,2021.0,7.0,0.7530398391544124,0.0528010446460861,0.4813276884191172,2.6154289781093545
2021-08-01,2021.0,8.0,0.7640250781249998,0.0532892403918861,0.4837164889705883,2.838028042276104
2021-09-01,2021.0,9.0,0.6937743106617648,0.0345377420521419,0.3535635707720587,2.003399757861326
2021-10-01,2021.0,10.0,0.5550893750000003,0.0131846905787333,0.2339658272058822,0.9041119945900546
2021-11-01,2021.0,11.0,0.3189301286764703,0.0020201195055396,0.1184654090073529,0.3766565230195345
2021-12-01,2021.0,12.0,0.2842181295955882,0.00035429200775881933,0.0977661994485293,0.3803663165472331
2022-01-01,2022.0,1.0,0.2804527573529413,0.0,0.0950649264705882,0.3915300546448086
2022-02-01,2022.0,2.0,0.2596797104779412,0.0,0.1037279549632352,0.3610091292824187
2022-03-01,2022.0,3.0,0.2685989154411765,0.0,0.1129805974264706,0.4335231176990283
2022-04-01,2022.0,4.0,0.4945130238970592,0.0,0.2686618244485292,0.7924817032601467
2022-05-01,2022.0,5.0,0.7271631939338238,0.0,0.4735884696691176,2.6158453584633996
2022-06-01,2022.0,6.0,0.7632133639705883,0.0,0.5291846139705884,2.4909836065573767
2022-07-01,2022.0,7.0,0.7969347196691173,0.0,0.5452128262867649,3.393430352409932
2022-08-01,2022.0,8.0,0.786283676470588,0.0,0.4579569025735291,3.1425877752691327
2022-09-01,2022.0,9.0,0.6220453170955886,0.0,0.3241533409926471,2.0205187984686375
2022-10-01,2022.0,10.0,0.3489433915441178,0.0,0.1665031985294117,0.5739291907987303
2022-11-01,2022.0,11.0,0.3048722472426473,0.0,0.1243052803308824,0.4022414188017409
2022-12-01,2022.0,12.0,0.2823401838235295,0.0,0.1045286764705881,0.3893287196099602
2023-01-01,2023.0,1.0,0.2727282628676469,0.00018596672913173543,0.1030677987132353,0.3794034881057554
2023-02-01,2023.0,2.0,0.2711055882352941,0.0014429167899529,0.1143883455882353,0.3654175256045283
2023-03-01,2023.0,3.0,0.2507103998161765,0.005226813130815,0.1089857950367646,0.4271751578809592
2023-04-01,2023.0,4.0,0.3412167233455884,0.0124531522942214,0.1681046645220588,0.5980345320288379
2023-05-01,2023.0,5.0,0.5891943612132354,0.0309007841009961,0.3634884512867646,1.3709024573803203
2023-06-01,2023.0,6.0,0.6258814430147057,0.0260149324390965,0.3967315624999999,2.0081656359412317
2023-07-01,2023.0,7.0,0.7268606985294119,0.0356620089094913,0.4793734466911763,2.4383004482837585
2023-08-01,2023.0,8.0,0.7721135569852937,0.0555177647368247,0.4728575229779405,2.9518021334380427
2023-09-01,2023.0,9.0,0.6972891773897062,0.0402634250583555,0.3732508501838234,2.1934123556166343
2023-10-01,2023.0,10.0,0.5289818566176473,0.0212976635872483,0.2109772610294117,1.005579005922582
2023-11-01,2023.0,11.0,0.334618612132353,0.0020441167768024,0.1356180422794117,0.4250261771538893
2023-12-01,2023.0,12.0,0.2234691084558824,0.00032311125357530334,0.082838125,0.2953216517784103
